stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
400,400,Johnson at Napier,Blake at Johnson,44.39796716,-79.65635548,0,0
409,409,Johnson at Hickling Trail,,44.4038,-79.655301,0,0
410,410,Johnson at Mayor,,44.406942,-79.654712,0,0
401,401,Cheltenham Road,,44.41169531,-79.65379228,0,0
325,325,314 Georgian Drive,,44.41637423,-79.65657733,0,0
569,569,RVH (Emergency Entrance),,44.414484,-79.663549,0,0
628,628,St Vincent at Cundles,Saint Vincent at Cundles,44.41205785,-79.68921308,0,0
633,633,Osprey Ridge Road,,44.4156840022944,-79.6923366818957,0,0
69,69,Heather Street,,44.407827,-79.706456,0,0
60,60,Kozlov Centre,,44.4042596188183,-79.7032472547631,0,0
58,58,Bayfield Mall,,44.40113899,-79.70051743,0,0
62,62,Bayfield at Highway 400,,44.399913,-79.699485,0,0
64,64,Bayfield at Highway 400,Bayfield at Rose,44.3984106314398,-79.6980873874874,0,0
782,782,Country Lane,,44.35162742,-79.63273005,0,0
783,783,Esther Drive,,44.35275154,-79.63584556,0,0
784,784,Yonge at Ashford,,44.354506,-79.640712,0,0
724,724,Big Bay Plaza,,44.35587356,-79.64462188,0,0
704,704,Yonge at Big Bay Point,,44.35662146,-79.646705,0,0
708,708,Cox Mill Road,,44.3583975,-79.65077689,0,0
706,706,Mill Creek,,44.35967081,-79.65346446,0,0
710,710,"D'Ambrosio Drive",,44.3608334,-79.65540499,0,0
721,721,MacMillan Crescent,,44.36288783,-79.65797763,0,0
720,720,Maclaren Avenue,Yonge at Maclaren Avenue,44.364547,-79.660047,0,0
717,717,Yonge at Little,,44.36649642,-79.66246134,0,0
711,711,Foster Drive,,44.36889988,-79.66626824,0,0
715,715,Yonge at Huronia,,44.37031143,-79.66970478,0,0
171,171,Peartree Court,,44.371134,-79.674817,0,0
172,172,Robinson Street,,44.3715655747388,-79.6807948300078,0,0
163,163,Burton at Bayview,,44.37112665,-79.68556396,0,0
167,167,Granville Street,,44.3716525,-79.69052443,0,0
833,833,Big Bay Point at Fairview,,44.348947,-79.683827,0,0
969,969,Barrie Primary Care Centre,Barrie Primary Care Campus,44.3480152993211,-79.6795899975056,0,0
524,524,Barrie View Drive,,44.3346779349066,-79.6887176431181,0,0
526,526,Mapleview at Bryne,,44.3340835255415,-79.6912784612385,0,0
536,536,120 Mapleview Drive West,,44.3330529863322,-79.6958626418244,0,0
538,538,"Mapleview at Veteran's","Maplview at Veteran's",44.33243152,-79.69856992,0,0
661,661,Caplan Avenue,,44.3367809327167,-79.6999816297007,0,0
659,659,Brookwood Drive,,44.33963864,-79.70053342,0,0
671,671,Touchette Drive,,44.34217782,-79.70118081,0,0
664,664,"Veteran's at Harvie",,44.3447128678515,-79.7017889228878,0,0
824,824,Ferndale at Essa,,44.347137,-79.704938,0,0
826,826,Hawthorne Crescent,,44.350161,-79.711339,0,0
827,827,Wildwood Trail,,44.35190209,-79.71363959,0,0
828,828,Ferndale at Ardagh,,44.355333,-79.714754,0,0
829,829,Cuthbert Street,,44.35732942,-79.7152786,0,0
830,830,Bishop Drive,,44.36103958,-79.71530502,0,0
831,831,Manhattan Homes,,44.366088,-79.713236,0,0
836,836,Tiffin at Ferndale,Tiffin at Ferndale Drive South,44.369218253457,-79.7149520889512,0,0
835,835,Miller at Dunlop,,44.3664093965397,-79.7323009412816,0,0
627,627,Sproule at Kraus,,44.37265817,-79.73537759,0,0
604,604,Pringle at Sproule,,44.37479916,-79.7310793,0,0
603,603,Pringle at Edgehill,,44.37803338,-79.73431069,0,0
286,286,Jagges Drive,,44.380282474276,-79.7289542230522,0,0
283,283,Edgehill at Ferndale,,44.38118332,-79.7248207,0,0
262,262,Ferndale at Barrie Operations,,44.3787551389461,-79.722574962295,0,0
271,271,Dunlop at Ferndale,Ferndale at Dunlop,44.3765722395898,-79.7187483094185,0,0
277,277,Sarjeant Drive,,44.3773343261257,-79.7169727786267,0,0
266,266,Dunlop at Anne,,44.3827364602891,-79.70486031539,0,0
272,272,Frances Street,,44.38488824,-79.69991235,0,0
270,270,Eccles Street,Parkside Drive,44.38605848,-79.69723418,0,0
275,275,Dunlop at High Street,,44.3868950859228,-79.6954134072855,0,0
607,607,Victoria Village,Victory Village,44.39089524,-79.69802649,0,0
696,696,Barrie Medical Arts,,44.3894948472056,-79.703612145914,0,0
700,700,Wellington Plaza,,44.38667327,-79.70698462,0,0
248,248,Wellington at Donald,,44.384555,-79.706561,0,0
894,894,Edgehill Drive,,44.3868188194525,-79.7094952886996,0,0
895,895,Leacock Drive,,44.38493693,-79.71186572,0,0
281,281,Engel Crescent,,44.38339257,-79.71534062,0,0
324,324,Eden Drive,,44.38342827,-79.71933538,0,0
322,322,Lewis Lane,,44.38611843,-79.72106688,0,0
897,897,Fox Run & Leacock Drive,Leacock Drive,44.38753486,-79.71917122,0,0
898,898,Letitia Street,,44.38991961,-79.72088082,0,0
899,899,Leacock at Frost,,44.39255316,-79.7226158,0,0
947,947,Cundles Road,,44.39616283,-79.72350518,0,0
230,230,Burns Circle,,44.39635486,-79.72676632,0,0
242,242,Longman Drive,,44.39752466,-79.73016723,0,0
246,246,Emma King Elementary School,,44.39649,-79.73277125,0,0
240,240,Cundles at Livingstone,,44.3971873317756,-79.7354748668057,0,0
457,457,Delaney Crescent,,44.39850887,-79.73220591,0,0
470,470,Livingstone at Sunnidale,,44.40124971,-79.72902032,0,0
468,468,Neelands Street,,44.40302252,-79.72606062,0,0
451,451,Livingstone at Anne,,44.40378993,-79.72389526,0,0
461,461,Ford Street,,44.40570289,-79.71952208,0,0
467,467,Milne Court,,44.407362001401,-79.7157955248321,0,0
463,463,Kozlov Street,,44.40809146,-79.71265922,0,0
443,443,Celeste Drive,,44.41588126,-79.7010938,0,0
445,445,Meyer Avenue,,44.41804245,-79.69606761,0,0
926,926,Marjoy Avenue,,44.42020676,-79.6902143,0,0
927,927,Osprey Ridge Road ,,44.416625,-79.686737,0,0
224,224,Cundles at Livingstone,,44.4138944920924,-79.6832638706081,0,0
223,223,Lions Gate ,Lions Gate at Cundles,44.415659586618,-79.6791957115579,0,0
215,215,Cundles at J.C. Massie Way,Cundles at Duckworth,44.41633987,-79.67620116,0,0
328,328,Grizzlies Way at Duckworth,,44.410695880263,-79.6728429783532,0,0
335,335,Georgian College,,44.410379812508,-79.668890868154,0,0
941,941,Grove at Cook,,44.4064604353705,-79.6682759116238,0,0
403,403,Grove at Nelson,,44.4060150245197,-79.6637060769042,0,0
942,942,Nelson at Steel ,,44.4020750699446,-79.6642157487105,0,0
943,943,Nelson at Napier,,44.3987305395077,-79.6648657110533,0,0
944,944,Napier at Rodney,,44.3994329416309,-79.6733497858264,0,0
583,583,Penetang at St Vincent,,44.398664,-79.678689,0,0
584,584,Penetang at Dundonald,,44.3967215357257,-79.6817894090289,0,0
588,588,Penetang at Berczy,,44.3949811934619,-79.6845837078696,0,0
946,946,Mulcaster at Codrington,,44.393088,-79.685739,0,0
557,557,Mulcaster at Collier,,44.391061,-79.685633,0,0
88,88,Bayfield at Dunlop,,44.3894998733594,-79.6905018781608,0,0
640,640,Sundew at Red Oak,,44.3280461743963,-79.7331687964823,0,0
57,57,Bayfield at Highway 400,,44.3985375544438,-79.6979186901314,0,0
59,59,Coulter Street,,44.400654,-79.699795,0,0
65,65,Ferris Lane,,44.402915,-79.701782,0,0
61,61,Bayfield at Cundles,,44.40466177,-79.70328888,0,0
70,70,Springwater plaza,,44.40802404,-79.70620755,0,0
635,635,Rolston Drive,,44.4156935761352,-79.6925745933879,0,0
634,634,Robin Court,,44.41184,-79.689336,0,0
399,399,Johnson at Blake,Blake at Johnson,44.397829,-79.656562,0,0
76,76,Georgian Mall,,44.4118745345584,-79.7085762670262,0,0
77,77,Georgian Mall North Entrance,,44.4130404915071,-79.7094756531775,0,0
72,72,Bayfield at Livingstone,,44.410105,-79.708415,0,0
9014,9014,Barrie Allandale Transit Terminal Platform 14,,44.373522,-79.691152,0,0
381,381,Adelaide Street,,44.36875087,-79.69280688,0,0
749,749,Marshall Street,,44.3678332817759,-79.6900418309468,0,0
748,748,Baldwin at Brooks,,44.3678672702138,-79.6869561446697,0,0
92,92,Glenridge Road,,44.36660415,-79.68471616,0,0
94,94,Bayview at Little,,44.36268923,-79.68368112,0,0
82,82,230 Bayview Drive,,44.358364,-79.682528,0,0
99,99,Bayview at Mollard Court,,44.355701,-79.68178,0,0
86,86,330 Bayview Drive,,44.351791,-79.680587,0,0
91,91,Bayview at Churchill,,44.34288369,-79.67825741,0,0
984,984,Bayview at Mapleview,,44.3359075589912,-79.6786487412157,0,0
738,738,Saunders Road,,44.33288834,-79.6778266,0,0
617,617,Hooper Road,,44.3329970653987,-79.6738000844693,0,0
618,618,Saunders at Welham,Saunders at Whelam,44.3341021179439,-79.6689847028184,0,0
931,931,Welham at Hooper,TOD bus stop at Welham and Hooper,44.3362645605257,-79.6690892816893,0,0
680,680,Welham at Mapleview,,44.3393652824279,-79.6698593624666,0,0
684,684,545 Welham ,,44.3421292745709,-79.6700637666236,0,0
677,677,Ellis Drive,,44.34902631,-79.67005942,0,0
674,674,Big Bay at Welham ,,44.35189,-79.670147,0,0
116,116,Huronia Road,,44.35324087,-79.66438248,0,0
113,113,Willow Landing School,,44.35374366,-79.6621861,0,0
118,118,Loon Avenue,,44.3543867,-79.65939591,0,0
765,765,Big Bay Point at Yonge ,,44.3567955110547,-79.6485984115957,0,0
971,971,Ashford Drive ,,44.3583196389474,-79.6417989499432,0,0
120,120,Big Bay Point at Pine ,,44.359682,-79.635556,0,0
822,822,Pine Drive,Big Bay Point Road at Pine Drive,44.3605831462157,-79.6315787420956,0,0
122,122,Big Bay at Sandringham ,,44.362622,-79.622547,0,0
119,119,Big Bay at Prince William Way,,44.3641311708247,-79.6161581122082,0,0
601,601,"Sovereign's Gate",,44.36196381,-79.61469591,0,0
599,599,Prince William Way at Sandringham,,44.358756,-79.612627,0,0
593,593,Saint Gabriel Catholic School,,44.35519739,-79.61162789,0,0
